amp,frequency,phase,const,period,e_amp,e_frequency,e_phase,tic,stopcrit
974.1608541952123,0.41817580035060264,-0.1656396085436195,266.41430947602686,2.3913387603050924,8.033799252371868,1.273524484158575e-05,0.008246891894469383,25155664,25.146832151801572
536.3543841564491,0.8363769156903929,0.2922563348922769,0.0,1.1956331902997865,8.033799252371868,2.313055949524147e-05,0.01497852817033838,25155664,24.14677253411434
322.7159374063243,1.254498569787369,-0.09382200236094725,0.0,0.7971312395912056,8.033799252371868,3.844302544514251e-05,0.02489433684911784,25155664,25.513063681965217
137.28357286266274,1.6725761921446254,-0.4245158132374556,0.0,0.5978800874343256,8.033799252371868,9.036898395465986e-05,0.05851974190975353,25155664,16.286083600420866
66.75707829891759,0.060722423061867356,-0.43298401535501285,0.0,16.46838102921461,8.033799252371868,0.00018584062258856376,0.12034378161966576,25155664,4.437121737763659
54.61646788095168,4.590753262922026,0.32383374521328084,0.0,0.21782917589508993,8.033799252371868,0.00022715084798794152,0.14709481524662593,25155664,13.666201757690287
1.1578211192057675,0.4583351001369902,-0.4652216071584543,-0.0666979212358324,2.181809771281129,0.04663741008873204,6.220280294763279e-05,0.04028032423585777,25195025,9.22982284678798
0.7910558472612033,0.042832178898109814,0.21254474034556906,0.0,23.346932743693085,0.04663741008873204,9.10425214299483e-05,0.05895590083835456,25195025,6.927938561799931
0.7769188673147956,0.4442775864809288,-1.0,0.0,2.250845035692401,0.04663741008873204,9.269915039581954e-05,0.06002867487299067,25195025,7.094620946333494
0.5131024843432156,0.4369216344206427,-0.3973213873144623,0.0,2.2887399506458364,0.04663741008873204,0.0001403612750360215,0.09089297267470675,25195025,4.013244727255066
0.5129700733086503,0.03070721828987772,-0.2564870875872288,0.0,32.565632958347074,0.04663741008873204,0.00014039750596372562,0.09091643453568618,25195025,5.296570197359137
0.43787218390042604,0.05702771333535469,-0.3427989598079164,0.0,17.53533398962437,0.04663741008873204,0.00016447657918124709,0.10650918647834817,25195025,4.2426207930255915
0.33894926166387035,0.018975275334708705,-0.08142728266215969,0.0,52.70015756613796,0.04663741008873204,0.00021247935036950932,0.13759407487655628,25195025,3.966842678501922
116.2031402087632,0.9526479382493034,0.36051898671545374,4.20392341436036,1.0497057305742101,0.8097489783668307,1.0760923444064943e-05,0.006968391533241588,25132314,29.24096945582384
32.82620868932726,1.0173004219576776,0.33042361658110575,0.0,0.9829937926061361,0.8097489783668307,3.809313185025244e-05,0.024667758193778352,25132314,15.072446173967984
17.3850977565643,2.0270014295705914,0.44679207415159444,0.0,0.49333956326406947,0.8097489783668307,7.19267221419159e-05,0.04657718867649646,25132314,16.094037757569886
15.641595970852155,1.2117677342077007,0.44894534185828366,0.0,0.8252406560848375,0.8097489783668307,7.994408614547029e-05,0.0517689486338724,25132314,9.657107649467626
13.940195617434846,0.8896796457872261,0.008881352084034101,0.0,1.1240000878239242,0.8097489783668307,8.970125886773913e-05,0.05808734687726238,25132314,8.238193039272781
10.361867870135471,1.1374804973139907,-0.07948585297902055,0.0,0.8791359520988424,0.8097489783668307,0.00012067834790196928,0.07814700867790973,25132314,6.79526974110106
